,content,title,rating
8510,Noboru Iguchi Action|Comedy|Sci-Fi kaiju|psychotronic film|assassin|geisha Asami|Naoto Takenaka|Takumi Saitoh|Yoshihiro Nishimura|Cay Izumi|Yui Murata|Suzuki Matsuo|Yûya Ishikawa|Shôko Nakahara|Kentarô Shimazu|Hitomi Hasebe|Yukihide Benny|Demo Tanaka|Kentaro Kishi|Yûya Matsuura,RoboGeisha (Robo-geisha) (2009),10
1370,Brent McCorkle Drama inner city youth|troubled youth|at risk youth|one word title Lynn Collins|Michael Ealy|Bruce McGill|Kwesi Boakye|Diego Klattenhoff|Cedric Pendleton|Emily Rollins|Danielle Lewis|Amanda Bailey|Michael Beasley|Lynn Becker|Jacinte Blankenship|Steven Brown|Claudia Church|Rodger D. Eldridge,Unconditional (2012),10
2361,Danièle Thompson Drama watching tv|train|friend|teacher Pascal Greggory|Valeria Bruni Tedeschi|Charles Berling|Jean-Louis Trintignant|Bruno Todeschini|Sylvain Jacques|Vincent Perez|Roschdy Zem|Dominique Blanc|Delphine Schiltz|Nathan Kogen|Marie Daëms|Chantal Neuwirth|Thierry de Peretti|Olivier Gourmet,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),10
10531,Shobhna Desai Comedy|Crime|Thriller blind man|anger|fired from the job|child hostage Amitabh Bachchan|Akshay Kumar|Sushmita Sen|Arjun Rampal|Paresh Rawal|Aditya Pancholi|Bipasha Basu|Kashmira Shah|Ajit Vachani|Arun Bali|Daya Shankar Pandey|Paresh Ganatra|Depesh Shah|Malvika Singh|Ashok Banthia,Aankhen (2002),10
2960,Donovan Marsh Comedy private school|bully|teenage crush|teenage boy John Cleese|Troye Sivan|Jamie Royal|Sven Ruygrok|Blessing Xaba|Tom Burne|Josh Goddard|Travis Hornsby|Byron Langley|Jason Cope|Genna Blair|Charlbi Dean|Julie Summers|Aaron McIlroy|Tanit Phoenix Copley,Spud (2010),10
6351,Ken Solarz Action supercross|one word title|winning|swimming pool Steve Howey|Mike Vogel|Cameron Richardson|Sophia Bush|Aaron Carter|Channing Tatum|Robert Patrick|Robert Carradine|Carolina Garcia|Ryan Locke|JD Pardo|David Castillo|Erin Bates|David Pingree|Alana Austin,Supercross (2005),10
4992,Jean-Marie Gustave Le Clézio Drama boy|street magician|swimming|bicycle Ovidiu Balan|Philippe Petit|Pierrette Fesch|Jerry Smith|Schahla Aalam|Maurice Maurin|Catherine Brun|Ange Gobbi|Jean Ferrier|Marcel Lemuet|Nadia Cutaia|Pierre Klouman|Georges Carlo|Sylvie Fadeuilh|Benjamin Massi,Mondo (1996),10
6486,Kim Leona Drama abusive husband|social realism|copenhagen denmark|estranged daughter Jesper Christensen|Marius Sonne Janischefska|Stine Holm Joensen|Nicolaj Kopernikus|Jens Albinus|Sarah Boberg|Benjamin Boe Rasmussen|Lars Brygmann|Lars Ranthe|Holger Perfort|Britta Lillesøe|John Martinus|Petrine Agger|Ann Kristine Schmidt|Anette Støvelbæk,"Bench, The (Bænken) (2000)",10
11553,Tony Gatlif Adventure|Drama nudity|travel|french|algeria Romain Duris|Lubna Azabal|Zouhir Gacem|Lila Makhlouf|Habib Cheik|Latifa Ahrar|Francisco-Javier Rodriguez-Vega|Mohamed Harrari|Nourredine Heddaj|Hassan Nabat|Elena Aravelo-Gonzalez|Farruquito|Mexicana,Exiles (Exils) (2004),10
5065,Jeff Simpson Animation|Comedy cricket the sport|cutout animation|cartoon reality crossover|memory Graham Chapman|John Cleese|Terry Jones|Michael Palin|Terry Gilliam|Carol Cleveland|Philip Bulcock|Stephen Fry|Rob Buckman|Jamielisa Jacquemin|Diana Kent|Lloyd Kaufman|Tom Hollander|Peter Dickson|Margarita Doyle,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",10
10239,Saturday Night Fever Crime|Drama sex|murder|mother daughter relationship|depravity Alfredo Castro|Amparo Noguera|Héctor Morales|Paola Lattus|Elsa Poblete|Nicolás Mosso|Enrique Maluenda|Marcelo Alonso|Antonia Zegers|Diego Medina|Cristián Ordoñez|Greta Nilsson|Marta Fernández|Marcial Tagle|Freddy Huerta,Tony Manero (2008),10
4241,Helen Crawley Drama|Mystery f rated|africa|south africa|apartheid Sophie Okonedo|Sam Neill|Alice Krige|Tony Kgoroge|Ella Ramangwane|Terri Ann Eckstein|Bongani Masondo|Dan Robbertse|Jeremy Crutchley|Jonathan Taylor|Nomathamsanga Baleka|Valesika Smith|Faniswa Yisa|Hannes Brummer|Zamanthebe Sithebe,Skin (2008),10
698,André Téchiné Drama bar mitzvah|wrestler|train|lawyer Émilie Dequenne|Michel Blanc|Catherine Deneuve|Mathieu Demy|Ronit Elkabetz|Nicolas Duvauchelle|Jérémie Quaegebeur|Djibril Pavadé|Alain Cauchi|Amer Alwan|Mélaine Leconte|Raphaëline Goupilleau|Arnaud Valois|Bruno Mary|Jessica Borio,"Girl on the Train, The (La fille du RER) (2009)",10
7144,Manoel de Oliveira Drama voice over narration|rose|femme fatale|doctor Leonor Silveira|Cécile Sanz de Alba|Luís Miguel Cintra|Ruy de Carvalho|Luís Lima Barreto|Micheline Larpin|Diogo Dória|José Pinto|Filipe Cochofel|João Perry|Glória de Matos|António Reis|Isabel Ruth|Dina Treno|Dalila Carmo,Abraham's Valley (Vale Abraão) (1993),10
8475,Nikolay Gogol Adventure|Fantasy|Mystery|Thriller monster|mystic|creature|sword and sorcery Jason Flemyng|Andrey Smolyakov|Aleksey Chadov|Agniya Ditkovskite|Yuriy Tsurilo|Olga Zaytseva|Aleksandr Yakovlev|Igor Jijikine|Valeriy Zolotukhin|Nina Ruslanova|Viktor Bychkov|Ivan Mokhovikov|Anatoliy Gushchin|Alexey A. Petrukhin|Aleksandr Karpov,Viy (2014),10
1532,Byron Coley Documentary alien|singer|austin texas|giving up Byron Coley|13th Floor Elevators|Evelyn Erickson|Roky Erickson|Sumner Erickson|Billy Gibbons|Clementine Hall|Gibby Haynes|Chet Helms|Kurt Loder|Thurston Moore|Patti Smith|John Ike Walton,You're Gonna Miss Me (2005),10
10041,Russell Barnes Documentary terrorist|child abuse|judaism|islam Yousef Al-Khattab|Richard Dawkins|Ted Haggard|Richard Harries,Root of All Evil? (2006),10
1138,Bertrand Tavernier Drama teacher|discouragement|schoolmaster|poverty Philippe Torreton|Maria Pitarresi|Nadia Kaci|Véronique Ataly|Nathalie Bécue|Emmanuelle Bercot|Françoise Bette|Christine Citti|Christina Crevillén|Sylviane Goudal|Didier Bezace|Betty Teboulle|Gérard Giroudon|Marief Guittier|Daniel Delabesse,It All Starts Today (Ça commence aujourd'hui) (1999),10
6271,Katy Helvenston-Wettengal Documentary war profiteer|political superpower|political corruption|armed forces Katy Helvenston-Wettengal|Scott Helvenston|Donna Zovko|Jozo Zovko|Tommy Zovko|Chris Lehane|Anthony Lagouranis|John Warner|Shereef Akeel|Hassan Al-Azzawi|Pratap Chatterjee|Janis Karpinski|Al Haj Ali|Mark Benjamin|Joshua Casteel,Iraq for Sale: The War Profiteers (2006),10
7108,Maja Milos Drama|Romance social media|teenage rebellion|teenage sex|teen drinking Isidora Simijonovic|Vukasin Jasnic|Sanja Mikitisin|Jovo Maksic|Monja Savic|Katarina Pesic|Sonja Janicic|Jovana Stojiljkovic|Vladimir Gvojic|Nikola Dragutinovic|Mihajlo Nikolic|David Tasic|Ksenija Maric Ðorðevic|Lara Mirkovic|Miodrag Rakocevic,Klip (Clip) (2012),10
5106,Jennifer Baichwal Documentary tangier morocco|story telling|memory|literature Paul Bowles|William S. Burroughs|Cherifa|Mohammed Choukri|Allen Ginsberg|David Herbert|Tom McCamus|Joseph McPhillips III|Mohammed Mrabet|Phillip Ramey|Jonathan Sheffer,Let it Come Down: The Life of Paul Bowles (1998),10
8473,Nikolaj Frobenius Thriller 1980s|downward spiral|oil|sea Aksel Hennie|Wes Bentley|Stephen Lang|Stephanie Sigman|Jonathan LaPaglia|Ane Dahl Torp|Jørgen Langhelle|André Eriksen|David A. Jørgensen|Eirik Stubø|Endre Hellestveit|Laurents Rørvik|Janne Heltberg|Jerker Fahlström|Tyrone C. Wiggins,Pioneer (Pionér) (2013),10
12180,Yvan Attal Comedy|Drama hot|sex scene|drinking from a bottle|cartoon on tv Johnny Depp|Charlotte Gainsbourg|Sébastien Vidal|Yvan Attal|Chloé Combret|Christiane Oui-Oui|Alain Cohen|Carolina Gynning|Alain Chabat|Ben Attal|Emmanuelle Seigner|Kitu Gidwani|Sujay Sood|Ruben Marx|Jérôme Bertin,Happily Ever After (Ils se marièrent et eurent beaucoup d'enfants) (2004),10
10022,Ruben Santiago-Hudson Drama ex convict|reference to muhammad|reference to w.e.b. du bois|1960s S. Epatha Merkerson|Marcus Carl Franklin|Yasiin Bey|Carmen Ejogo|Bill Simms Jr.|Louis Gossett Jr.|Macy Gray|Terrence Howard|Ernie Hudson|Delroy Lindo|Rosie Perez|Ruben Santiago-Hudson|Liev Schreiber|Jimmy Smits|Patricia Wettig,Lackawanna Blues (2005),10
6253,Kathrin Resetarits Drama|Thriller pedophile|pedophilia|child abuse|child molestation Michael Fuith|David Rauchenberger|Christine Kain|Ursula Strauss|Victor Tremmel|Xaver Winkler|Thomas Pfalzmann|Gisela Salcher|Isolde Wagner|Markus Hochholdinger|Susanne Rachler|David Oberkogler|Katrin Thurm|Martin Schwehla|Olivier Beaurepaire,Michael (2011),10
4620,Jacques Rivette Drama|Mystery|Romance paris france|older man younger woman relationship|nudity|sense of hearing Emmanuelle Béart|Jerzy Radziwilowicz|Anne Brochet|Bettina Kee|Olivier Cruveiller|Mathias Jung|Nicole Garcia,"Story of Marie and Julien, The (Histoire de Marie et Julien) (2003)",10
11183,Terra Shin Action|Comedy|Romance Action Ha-neul Kim|Ji-Hwan Kang|Seung-ryong Ryu|Young-nam Jang|Shin-il Kang|Domashchenko Vadym|Elizabeth Sujin Ford|Cody Hunter|Nam-yeol Jang|Kim Jeong-pal|Seung-mok Yoo|Hyeong-jong Kim|Hyeong-beom Kim|Seong-min Park|Seung-hun Kim,My Girlfriend Is an Agent (Chilgeup gongmuwon) (2009),10
5901,Joseph Guzman Action|Comedy strip club|softcore|sexploitation|nude with a gun Asun Ortega|David Castro|Perry D'Marco|Maxie Santillan Jr.|Sarah Emmons|Aycil Yeltan|Emma Messenger|Bill Oberst Jr.|Maz Siam|Xango Henry|Robert Rexx|Jessica Elder|Alfonso Castro|Jose De Jesus Martinez|Rene Arreola,Nude Nuns with Big Guns (2010),10
7716,Mia Hansen-Løve Drama dj|french house music|1990s|cocaine Félix de Givry|Pauline Etienne|Vincent Macaigne|Hugo Conzelmann|Zita Hanrot|Roman Kolinka|Ugo Bienvenu|Vincent Lacoste|Arnaud Azoulay|Laurent Cazanave|Paul Spera|Arsinée Khanjian|Juliette Lamet|Greta Gerwig|Léa Rougeron,Eden (2014),10
3171,Eliza Hittman Drama male frontal nudity|title directed by female|male nudity|dance Gina Piersanti|Jesse Cordasco|Giovanna Salimeni|Nugget|Kevin Anthony Ryan|Case Prime|Ronen Rubinstein|Sophia Jurewicz|Nick Rosen|Anna David|Olivia David-Thomas|Ashley Huertas|Richie Folio|Andrew McCord|Anthony J. Salimeni,It Felt Like Love (2013),10
2438,Dave Marshall Adventure|Animation|Children|Fantasy car chase|animal cruelty|animal in a cage|poacher James S. Baker|Matt K. Miller|Erik Bergmann|Connie Champagne|Holly Conner|Laura Erlich|Harry Joseph|Gary Martin|Digory Oaks|Michael Scott Ryan|David Rasner|Phil Robinson|J.F. Rockstar|K.T. Vogt,FernGully 2: The Magical Rescue (1998),10
3866,Gideon Raff Horror|Thriller jock strap|breaking a bottle over someone's head|tongue cut out|psychotronic film Thora Birch|Gideon Emery|Kavan Reece|Derek Magyar|Gloria Votsis|Todd Jensen|Vladimir Vladimirov|Koyna Ruseva|Valentin Ganev|Ivan Barnev|Nikolay Mutafchiev|Miroslav Emilov|Aleksandra Vasileva|Lina Zlateva|Matthew Tibbs,Train (2008),10
722,Andy Wing-Keung Chin Action|Drama|Thriller demon|based on novel|adaptation|qin dynasty Donnie Yen|Xun Zhou|Kun Chen|Wei Zhao|Li Sun|Yuwu Qi|Song Jin|David Leong|Cong Xiao|Yan Liu|Yeerjiang Mahepushen|Michael An-Ye Tan|Yun-Peng Qi|Yang Wen|Chang-Zhou Zhao,Painted Skin (2008),10
1454,Brigitte Berman Documentary playboy|hugh hefner|playboy club|interview Larry Adler|Bobbie Arnstein|Joan Baez|Count Basie|Tony Bennett|Pat Boone|Malcolm Boyd|Ray Bradbury|Jim Brown|Susan Brownmiller|Lenny Bruce|William F. Buckley|Vincent Bugliosi|James Caan|Dick Cavett,"Hugh Hefner: Playboy, Activist and Rebel (2009)",10
3864,Giddens Ko Comedy|Drama|Romance based on novel|voice over|voice over narration|year 1994 Kai Ko|Michelle Chen|Shao-Wen Hao|Owodog|Emerson Tsai|Yan-xi Hou|Wan Wan|Lotus Wang|Beatrice Fang|Denny Huang|Yi-Siang Huang|Li-Hung Kao|Megan Lai|Vivi Lee|Sean Sun,You Are the Apple of My Eye (2011),10
9643,Rob VanAlkemade Comedy|Documentary consumerism|christmas|new york city|sweatshop Adetola Abiade|Paul Allen|Paul Norman Allen|Paul Norman Allen|Shannon Baxter|Rick Becker|James Solomon Benn|Reverend Billy|Ben Cerf|Misun Choi|Ben Dubin-Thaler|Savitri Durkee|Leah Farrell|Gina Figueroa|Mike Flthye,What Would Jesus Buy? (2007),10
9565,Richard Stanley Horror|Mystery|Thriller hitchhiking|motel|hitchhiker|sex scene Robert John Burke|Chelsea Field|Zakes Mokae|John Matshikiza|Rufus Swart|William Hootkins|Terry Norton|Russell Copley|Andre Odendaal|Luke Cornell|Phillip Henn|Peter Hallr|Robert Stevenson|Stephen Earnhart|Marianne Sägebrecht,Dust Devil (1992),10
9607,Rithy Panh Documentary khmer rouge|cambodia|autobiographical|massacre survivor Randal Douc|Jean-Baptiste Phou,"Missing Picture, The (L'image manquante) (2013)",10
6229,Kat Coiro Drama first person title|strained husband wife relationship|cuckolded husband|marriage problems Kate Bosworth|Iddo Goldberg|Jamie Blackley|Claire Bloom|Anthony Migliaccio|Salvatore De Vita|Adamo Galano|Marco Trofa|Giuseppe Di Iorio|Carlo Di Meglio,And While We Were Here (2012),10
2026,Claudia Llosa Drama troubled marriage|arctic|falcon|dysfunctional family Jennifer Connelly|Cillian Murphy|Mélanie Laurent|William Shimell|Peter McRobbie|Andy Murray|Ian Tracey|Oona Chaplin|Winta McGrath|Zen McGrath|Judy Cook|Nancy Drake|Allan Wallace Dunkeld|Cam Gates|Erika Marxx,Aloft (2014),10
3470,Fernando Eimbcke Drama coming of age|no music|mourning|mexico Diego Cataño|Hector Herrera|Daniela Valentine|Juan Carlos Lara II|Yemil Sefami|Olda López|Mariana Elizondo|Joshua Habid|Raquel Araujo|Enrique Albor|Noemi Landaverde|Pedro Stepanenko,Lake Tahoe (2008),10
3160,Elijah Drenner Documentary men's magazine|2010s|grindhouse film|psychotronic filmmaking Robert Forster|Eric Schaefer|Eddie Muller|John Landis|Kim Morgan|Fred Olen Ray|Allison Anders|Joe Dante|Herschell Gordon Lewis|Jeremy Kasten|William Lustig|Lewis Teague|David Hess|Bob Minor|Jack Hill,American Grindhouse (2010),10
48,Abbey Dubin Documentary art collector|contemporary art|philanthropy|donation Paula Antebi|Will Barnet|Robert Barry|Lynda Benglis|Michael Bloomberg|Christo and Jeanne-Claude|Chuck Close|Jack Cowart|Molly Donovan|Carole Hoffman|Sidney S. Hoffman|Sol LeWitt|Joe Libonati|Robert Mangold|Sylvia Mangold,Herb & Dorothy (2008),10
12095,Xavier Beauvois Crime|Drama interpreter|homicide|russian immigrant|recovering alcoholic Nathalie Baye|Jalil Lespert|Roschdy Zem|Antoine Chappey|Jacques Perrin|Bruce Myers|Patrick Chauvel|Jean Lespert|Annick Le Goff|Bérangère Allaux|Mireille Franchino|Yaniss Lespert|Xavier Beauvois|Philippe Lecompt|Pierre Aussedat,"Young Lieutenant, The (Le petit lieutenant) (2005)",10
5698,John Turturro Drama work|brother|construction|house Nicholas Turturro|Matthew Sussman|Steven Randazzo|Ellen Barkin|Olek Krupa|John Amos|Carl Capotorto|Michael Badalucco|John Turturro|Joe Paparone|Dennis Farina|Kaiulani Lee|Richard Spore|James Madio|Stephi Lineburg,Mac (1992),10
8327,Neil Turitz Comedy|Romance writer director|directorial debut|twenty something|new york city Bray Poor|Ron Livingston|Leigh Whitney|Denise Doyle|Brooke Leslie|Meredith Roberts Quill|Amy Veltman|Linette Straus|Cara Buono|Linda Larkin|Amanda Peet|Mauro Maccione|Fred Norris|Allison Furman|David J. McGuire,Two Ninas (1999),10
6240,Katharina Held Comedy|Crime|Drama|Romance rating|political manipulation|tv producer|media manipulation Moritz Bleibtreu|Elsa Sophie Gambard|Milan Peschel|Gregor Bloéb|Tom Jahn|Andreas Brandt|Robert Viktor Minich|Ralf Knicker|Irshad Panjatan|Simone Hanselmann|Doris Golpashin|Peer Jäger|Us Conradi|Franziska Knuppe|Vinzenz Kiefer,Reclaim Your Brain (Free Rainer) (2007),10
3576,Frantisek Vlácil Drama male nudity|czech new wave|nudity|bats Petr Cepek|Jan Kacer|Vera Galatíková|Zdenek Kryzánek|Miroslav Machácek|Josef Somr|Václav Kotva|Jana Hlavácková|Frantisek Kovárík|Josef Kotapis|Petr Sedlák|Ludvík Volf|Ladislav Gzela|Petr Stepánek|Michal Kozuch,Valley of the Bees (Údolí vcel) (1968),10
5168,Jerome Sable Horror|Musical kabuki makeup|play within film|gay kiss|murder of mother Minnie Driver|Meat Loaf|Allie MacDonald|Douglas Smith|Kent Nolan|Brandon Uranowitz|Ephraim Ellis|Melanie Leishman|Thomas Alderson|James McGowan|Eli Batalion|Steffi DiDomenicantonio|Darren Summersby|Leanne Miller|Adrianna Di Liello,Stage Fright (2014),10
4457,Irene Bedard Adventure|Drama|Western american indian|native american|cheyenne territory|cheyenne indian Joseph M. Marshall|Irene Bedard|Gil Birmingham|John Terry|Ricardo Andres|Tonantzin Carmelo|Tyler Christopher|Rachael Leigh Cook|Zahn McClarnon|Sheila Tousey|Russell Means|Matthew Settle|Michael Spears|Skeet Ulrich|Raoul Max Trujillo|David Midthunder|Nathan Lee Chasing His Horse|Tinsel Korey|Daniel Gillies|George Leach|Warren Kole|Eric Schweig|Jonathan Scarfe|Christian Kane|Eddie Spears|Tatanka Means|Sage Galesi|Joshua Kalef|Serge Houde|Maureen Thomas|Samuel Patrick Chu|Benjamin Smoke|Morris Birdyellowhead|Summer Rae Birdyellowhead,Into the West (2005),10
1898,Christopher Coppola Comedy|Crime|Drama twins|dying wish|billiards|pistol Michael Biehn|Sarah Trigger|Nicolas Cage|James Coburn|Peter Fonda|Charlie Sheen|Talia Shire|J. Kenneth Campbell|Michael Constantine|Marc Coppola|Micky Dolenz|Brian Donovan|Renée Estevez|Ted Fox|Clarence Landry,Deadfall (1993),10
9647,Rob Wiser Drama|Thriller feature film directorial debut|tied feet|marketing director|key Sam Jones III|Nelly|Zoe Saldana|Dean Winters|Rashaan Nall|Schooly-D|Joel Marsh Garland|J.D. Williams|Mpho Koaho|Victor Togunde|Carlo Alban|Rich Heidelberg|Charli Baltimore|Frank Vincent|Johnnie Hobbs Jr.,Snipes (2001),10
6235,Kate Gartside Drama investigation|feynman|space shuttle|scientist Joanne Whalley|Brian Dennehy|William Hurt|Bruce Greenwood|Kevin McNally|Eve Best|Henry Goodman|Meganne Young|Sean Cameron Michael|Langley Kirkwood|Nick Boraine|Liesl Ahlers|Robert Hobbs|Nicholas Pauling|Stevel Marc,"Challenger Disaster, The (2013)",10
10493,Sheershak Anand Drama|Thriller anti villain|vacation|ragging Paresh Rawal|Rajeev Khandelwal|Tina Desai|Dhruv Ganesh|Asheesh Kapur|Hanif Hilal|Gulam Gouse Deewani|Ankit|Sumit Rana|Inderjeet Singh Sagoo|Niketa Agarwal|Monica|James|Sangesh|Mani Nakayan,Table No.21 (2013),10
521,Amos Poe Comedy|Film-Noir|Thriller off broadway|loan shark|actress|actor José Rafael Arango|Nicole Arlyn|David Cale|Nick Chinlund|Robbie Coltrane|David Deblinger|Anthony DeSando|John DiMaggio|Harry Hamlin|Ian Hart|Barbara Hershey|Zak Kerkoulas|John Leguizamo|Linda Mancini|Lisa Marie,Frogs for Snakes (1998),10
2471,David Brind Drama virgin|love triangle|vomiting in a toilet|one female two males threesome Emmy Rossum|Cady Huffman|Ashley Springer|Matthew Garrick|Brianne Berkson|Lucy McMichael|Annie Hibbs|Zach Gilford|Chris Riggi|Rooney Mara|Alan Cumming|Emily McNamara|Suzanne Savoy|Adam Fleming|Ana Gasteyer,Dare (2009),10
3335,Erik Gandini Documentary manipulation|capitalism John Zerzan|George W. Bush|Fidel Castro|Kalle Lasn|Matt McMullen|Steve Ballmer|Tania|Mirta Muniz|Svante Tidholm,Surplus: Terrorized Into Being Consumers (2003),10
7605,Matthew Mohlke Documentary river|slovenia|amazon river|brazil Matthew Mohlke|Borut Strel|Martin Strel,Big River Man (2009),10
9707,Robert Falcon Scott Documentary expedition|south pole|antarctic|seal the animal Robert Falcon Scott|Herbert G. Ponting|Henry R. Bowers|Edgar Evans|Lawrence E.G. Oates|Edward Adrian Wilson,"Great White Silence, The (1924)",10
11050,Sy Richardson Western sex scene|female full rear nudity|topless female nudity|breasts Mario Van Peebles|Stephen Baldwin|Charles Lane|Tommy 'Tiny' Lister|Big Daddy Kane|Billy Zane|Blair Underwood|Melvin Van Peebles|Salli Richardson-Whitfield|Tone Loc|Pam Grier|Vesta Williams|Isaac Hayes|Richard Jordan|Paul Bartel,Posse (1993),10
5694,John Tatoulis Sci-Fi male frontal nudity|male nudity|male rear nudity|future Peter Phelps|Carolyn Bock|William Zappa|Bradley Byquar|Alex Menglet|Jeff Kovski|Warwick Sadler|Simon Wilton|Richard Aspel|Bruno Stepnell|David Tredinnick|Terry Carter|Russell Frost|Steve Fielder|Simon Hill,Zone 39 (1997),10
11853,Warren Leight Comedy|Romance roommate|cheese shop|dominatrix|time share Matthew Broderick|Annabella Sciorra|Tim Guinee|Michelle Hurst|Dana Wheeler-Nicholson|Brooke Smith|Mary B. McCann|Naomi Campbell|Michael Mastro|Katharine Houghton|Mary Fulham|Kathryn Rossetter|Steven Goldstein|Catherine Lloyd Burns|Bitty Schram,"Night We Never Met, The (1993)",10
177,Ahmed Ahmed Comedy|Documentary comedian|stand up comedian|tour|interview Vince Vaughn|Ahmed Ahmed|John Caparulo|Bret Ernst|Sebastian Maniscalco|Jon Favreau|Dwight Yoakam|Peter Billingsley|Keir O'Donnell|Justin Long|Buck Owens,Vince Vaughn's Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland (2006),10
1334,Bradley Rust Gray Drama|Horror|Romance girl in panties|red panties|panties|girlfriend girlfriend relationship Juno Temple|Jackson Ning|Samantha Ives|Anika Jennie Ji|Michael Chernus|Riley Keough|Thysson George Williams|Rock Kohli|Neal Huff|Cara Seymour|Haviland Morris|Kylie Minogue|Zohren Weiss|Hayley Hunt|Lou Taylor Pucci,Jack and Diane (2012),10
6107,Justin Bodle Action|Drama|Thriller storm surge|north sea|drowning|flood Robert Carlyle|Jessalyn Gilsig|Tom Courtenay|Joanne Whalley|David Suchet|Nigel Planer|Ralph Brown|Gottfried John|Tom Hardy|Pip Torrens|Susan Wooldridge|David Hayman|Martin Ball|Poppy Miller|Peter Wight,Flood (2007),10
